"id","group","score"
"X1XXX1X","PPI_motif",3
"X1XXX2X","PPI_motif",3
"X1XXX4X","PPI_motif",3
"X2X3X2X3XX","PPI_motif",3
"X2X3X2XXX","PPI_motif",3
"X2X3X3X","PPI_motif",3
"X2X3X5XX","PPI_motif",3
"X2X3X7X4X3X3X","PPI_motif",3
"X2X3XXX","PPI_motif",3
"X2X5X3X","PPI_motif",3
"X2X6X2X3X","PPI_motif",3
"X2XX1XXX","PPI_motif",3
"X2XX1XXX1X","PPI_motif",3
"X2XX2X1XX","PPI_motif",3
"X2XX2X2XX2XX","PPI_motif",3
"X2XX2X3X2X6X","PPI_motif",3
"X2XX2X4X2X","PPI_motif",3
"X2XX2X6X","PPI_motif",3
"X2XX2X6X3X","PPI_motif",3
"X2XX2X7X6X3XX3XX2X","PPI_motif",3
"X2XX2XX1XX2XX1XX","PPI_motif",3
"X2XX2XX3X6X","PPI_motif",3
"X2XX4X6X","PPI_motif",3
"X2XX5XX1X","PPI_motif",3
"X2XXX4X","PPI_motif",3
"X2XXX5X","PPI_motif",3
"X2XXXX2X","PPI_motif",3
"X2XXXX3X","PPI_motif",3
"X2XXXXXXX","PPI_motif",3
"X3X1X1X","PPI_motif",3
"X3X2X2XX1X","PPI_motif",3
"X3X2X3X2XX","PPI_motif",3
"X3X2X7XX4X2X","PPI_motif",3
"X3X2XX2XX2X2XX2XX2X2XX2XX2X2XX","PPI_motif",3
"X3X2XXXX","PPI_motif",3
"X3X4X1X","PPI_motif",3
"X3X4X3XX3X2X1X4XX","PPI_motif",3
"X3X4XX4X1XX","PPI_motif",3
"X3X5XXX","PPI_motif",3
"X3X6X2X","PPI_motif",3
"X3X6X3X4X","PPI_motif",3
"X3X7XX","PPI_motif",3
"X3XX1X2X","PPI_motif",3
"X3XX1XXX","PPI_motif",3
"X3XX2X6X","PPI_motif",3
"X3XX3X3X","PPI_motif",3
"X3XX3XX2X6X2XXX1X4X","PPI_motif",3
"X3XX4X","PPI_motif",3
"X4X1X1X","PPI_motif",3
"X4X2X","PPI_motif",3
"X4X2X5X","PPI_motif",3
"X4X6X","PPI_motif",3
"X4XX3X","PPI_motif",3
"X4XXX2XX","PPI_motif",3
"X5X1XX","PPI_motif",3
"X5X6X","PPI_motif",3
"X5XX1X","PPI_motif",3
"X6X2XX4X","PPI_motif",3
"X6X2XX7X","PPI_motif",3
"X6X4X","PPI_motif",3
"X6X7X1X","PPI_motif",3
"X6XX3X","PPI_motif",3
"X6XXX","PPI_motif",3
"X7X3X2X","PPI_motif",3
"X7XXX","PPI_motif",3
"X7XXXXX1X1X","PPI_motif",3
"XX1X1XXX","PPI_motif",3
"XX1X2XX2X","PPI_motif",3
"XX1X2XXXX","PPI_motif",3
"XX1X6X","PPI_motif",3
"XX1X6XX","PPI_motif",3
"XX1XX1X2X","PPI_motif",3
"XX1XX1XXXX","PPI_motif",3
"XX1XX2XX2X3X2XX2XXX1X","PPI_motif",3
"XX1XX5X","PPI_motif",3
"XX1XXX1XXX2XX","PPI_motif",3
"XX2X2XX1XX2XX","PPI_motif",3
"XX2X3X2XX2X1XX","PPI_motif",3
